ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
18152,45,technician,single,secondary,no,1196,yes,no,cellular,14,jul,108,6,-1,0,unknown,0
18153,31,services,divorced,secondary,no,1016,yes,no,cellular,6,may,20,1,342,1,failure,0
18154,39,technician,married,secondary,no,116,no,no,cellular,24,aug,79,2,94,2,success,0
18155,33,management,married,tertiary,no,1390,no,no,cellular,7,sep,92,1,84,4,failure,0
18156,35,technician,married,secondary,no,548,no,no,cellular,18,aug,457,11,-1,0,unknown,0
18157,44,blue-collar,single,secondary,no,-212,yes,yes,unknown,7,may,103,4,-1,0,unknown,0
18158,60,retired,married,tertiary,no,486,no,no,cellular,28,aug,139,4,-1,0,unknown,0
18159,40,technician,married,secondary,no,697,no,no,cellular,24,jun,220,2,219,2,other,0
18160,37,services,married,tertiary,no,0,yes,no,cellular,21,nov,11,3,175,1,failure,0
18161,56,retired,married,primary,no,681,no,no,cellular,20,aug,204,4,-1,0,unknown,0
18162,32,management,single,tertiary,no,354,no,no,cellular,12,aug,363,1,104,3,success,0
18163,32,technician,single,tertiary,no,47,yes,no,cellular,14,jul,213,3,-1,0,unknown,0
18164,26,services,single,secondary,yes,74,no,no,cellular,8,jul,362,1,-1,0,unknown,0
18165,51,unemployed,divorced,primary,no,2244,no,no,telephone,28,jan,360,2,-1,0,unknown,0
18166,45,management,married,tertiary,no,0,yes,no,cellular,5,may,469,2,342,1,failure,0
18167,55,management,single,tertiary,no,43074,yes,no,cellular,25,aug,92,6,-1,0,unknown,0
18168,30,blue-collar,married,primary,no,4,yes,no,unknown,8,may,32,2,-1,0,unknown,0
18169,37,blue-collar,single,secondary,no,238,yes,no,unknown,7,may,200,2,-1,0,unknown,0
18170,30,services,married,unknown,no,840,no,no,cellular,29,jan,163,2,-1,0,unknown,0
18171,43,technician,married,secondary,yes,-313,no,yes,cellular,7,jul,89,4,-1,0,unknown,0
18172,50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,-1,0,unknown,0
18173,50,blue-collar,married,primary,no,604,no,no,cellular,5,aug,104,1,-1,0,unknown,0
18174,41,management,married,tertiary,no,49,yes,no,cellular,17,jul,312,5,-1,0,unknown,0
18175,58,technician,married,primary,no,4015,no,no,unknown,20,jun,106,3,-1,0,unknown,0
18176,37,services,married,secondary,no,1694,yes,yes,cellular,29,jan,404,2,251,6,failure,0
18177,44,services,divorced,secondary,no,35,yes,no,cellular,16,apr,184,2,-1,0,unknown,0
18178,31,blue-collar,married,primary,no,605,yes,no,unknown,15,may,334,10,-1,0,unknown,0
18179,46,management,single,tertiary,no,2154,yes,no,cellular,21,jul,87,4,-1,0,unknown,0
18180,31,services,single,secondary,no,456,yes,no,cellular,28,jul,322,11,-1,0,unknown,0
18181,27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,other,0
18182,50,management,married,tertiary,no,107,yes,no,unknown,12,may,1002,5,-1,0,unknown,0
18183,45,blue-collar,single,secondary,no,91,no,yes,cellular,18,nov,149,1,127,2,failure,0
18184,37,blue-collar,married,primary,no,0,yes,no,unknown,26,may,24,1,-1,0,unknown,0
18185,59,management,married,tertiary,no,3779,no,no,cellular,18,aug,93,3,-1,0,unknown,0
18186,47,blue-collar,married,primary,no,840,no,yes,cellular,17,jul,509,1,-1,0,unknown,0
18187,38,unemployed,married,tertiary,no,2012,no,no,cellular,7,apr,355,3,-1,0,unknown,0
18188,44,technician,single,secondary,no,33,yes,no,cellular,13,may,195,3,351,10,failure,0
18189,36,technician,single,secondary,no,333,no,no,cellular,7,aug,44,2,-1,0,unknown,0
18190,26,technician,single,tertiary,no,36,no,yes,unknown,4,jul,502,2,-1,0,unknown,0
18191,36,blue-collar,divorced,secondary,no,719,yes,no,unknown,13,may,1052,1,-1,0,unknown,0
18192,29,admin.,single,secondary,no,891,yes,no,cellular,14,may,172,2,352,1,failure,0
18193,33,management,married,tertiary,no,403,yes,no,unknown,26,may,114,2,-1,0,unknown,0
18194,31,housemaid,married,primary,no,25,no,no,cellular,21,aug,169,5,-1,0,unknown,0
18195,34,technician,married,secondary,no,1137,no,no,cellular,29,jan,383,2,206,1,other,0
18196,43,admin.,married,secondary,no,1220,yes,no,cellular,20,apr,349,2,339,1,other,0
18197,35,blue-collar,married,secondary,no,625,no,no,cellular,13,may,267,1,-1,0,unknown,0
18198,31,management,married,tertiary,no,512,yes,no,cellular,14,aug,96,3,-1,0,unknown,0
18199,32,management,married,tertiary,no,2213,no,no,cellular,28,aug,73,7,-1,0,unknown,0
18200,45,blue-collar,married,primary,no,6753,no,no,cellular,11,aug,48,9,-1,0,unknown,0
18201,53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,0
18202,89,retired,married,primary,no,0,no,no,telephone,27,sep,157,5,-1,0,unknown,0
18203,32,management,single,tertiary,no,462,no,no,cellular,21,apr,252,1,-1,0,unknown,0
18204,34,technician,married,secondary,no,883,no,no,cellular,14,aug,163,3,-1,0,unknown,0
18205,50,technician,divorced,tertiary,no,291,no,yes,cellular,17,jul,219,1,-1,0,unknown,0
18206,26,services,married,secondary,yes,13,yes,yes,cellular,30,jul,21,25,-1,0,unknown,0
18207,26,services,single,tertiary,no,12,no,no,cellular,15,dec,72,4,186,6,success,0
18208,52,blue-collar,married,primary,no,2396,yes,no,cellular,15,may,48,7,-1,0,unknown,0
18209,55,entrepreneur,divorced,primary,no,29,no,no,unknown,16,jun,500,1,-1,0,unknown,0
18210,57,blue-collar,married,secondary,no,1316,no,no,cellular,28,jan,221,2,182,5,failure,0
18211,38,management,married,secondary,no,10357,no,no,cellular,15,may,103,3,-1,0,unknown,0
18212,26,technician,divorced,tertiary,no,-70,no,yes,unknown,1,jul,1992,2,-1,0,unknown,0
18213,42,services,married,secondary,no,1048,yes,no,unknown,15,may,51,1,-1,0,unknown,0
18214,33,management,single,tertiary,no,2599,yes,no,unknown,23,may,328,3,-1,0,unknown,0
18215,36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown,0
18216,48,management,divorced,tertiary,no,1492,yes,no,unknown,26,may,249,2,-1,0,unknown,0
18217,57,retired,married,primary,no,0,yes,no,cellular,6,may,62,2,273,2,failure,0
18218,28,management,single,tertiary,no,616,yes,no,cellular,7,oct,116,1,503,2,success,0
18219,31,admin.,single,secondary,no,81,yes,no,cellular,23,apr,215,2,165,11,other,0
18220,36,management,married,tertiary,no,254,no,no,unknown,6,jun,161,3,-1,0,unknown,0
18221,35,services,divorced,secondary,no,394,yes,no,unknown,23,may,154,1,-1,0,unknown,0
18222,39,management,married,primary,no,3760,no,yes,cellular,17,jul,262,1,-1,0,unknown,0
18223,33,services,married,secondary,no,766,yes,no,cellular,28,jul,22,3,-1,0,unknown,0
18224,29,admin.,married,secondary,no,252,yes,no,cellular,15,may,1223,3,371,1,failure,0
18225,26,student,single,secondary,no,1346,no,no,cellular,29,jan,383,2,-1,0,unknown,0
18226,47,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,unknown,0
18227,33,management,married,tertiary,no,133,yes,no,unknown,26,may,308,4,-1,0,unknown,0
18228,29,self-employed,single,tertiary,no,1457,yes,no,cellular,7,apr,89,1,314,1,other,0
18229,51,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,0
18230,34,blue-collar,married,secondary,no,-436,yes,no,unknown,26,may,317,1,-1,0,unknown,0
18231,28,management,married,tertiary,no,247,no,no,cellular,6,feb,1192,3,-1,0,unknown,0
18232,47,blue-collar,single,primary,no,133,yes,no,cellular,14,may,285,1,330,3,other,0
18233,33,services,married,secondary,no,0,yes,no,cellular,14,jul,163,2,-1,0,unknown,0
18234,51,admin.,divorced,secondary,no,228,yes,no,unknown,6,may,136,1,-1,0,unknown,0
18235,25,technician,single,secondary,no,959,no,no,cellular,9,jul,144,5,-1,0,unknown,0
18236,69,retired,divorced,secondary,no,6850,no,no,telephone,3,sep,2055,1,-1,0,unknown,0
18237,28,admin.,single,secondary,no,1391,yes,no,cellular,29,jan,462,2,247,1,failure,0
18238,56,entrepreneur,divorced,secondary,no,179,no,no,cellular,14,aug,47,2,-1,0,unknown,0
18239,48,technician,married,tertiary,no,2,no,no,cellular,3,feb,165,5,6,3,other,0
18240,40,services,married,secondary,no,-342,yes,no,unknown,26,may,754,1,-1,0,unknown,0
18241,49,blue-collar,married,unknown,no,1944,no,no,unknown,5,jun,773,1,-1,0,unknown,0
18242,43,blue-collar,married,secondary,no,704,yes,no,telephone,11,may,28,2,306,1,failure,0
18243,39,services,divorced,secondary,no,1957,yes,yes,cellular,20,nov,47,1,-1,0,unknown,0
18244,37,blue-collar,single,tertiary,no,1436,yes,no,cellular,12,may,177,2,-1,0,unknown,0
18245,25,blue-collar,single,secondary,no,352,yes,no,unknown,30,may,156,5,-1,0,unknown,0
18246,35,management,divorced,tertiary,no,771,yes,yes,cellular,18,aug,221,5,-1,0,unknown,0
18247,30,student,single,tertiary,no,-679,yes,no,unknown,23,may,372,3,-1,0,unknown,0
18248,45,blue-collar,married,secondary,no,87,yes,no,cellular,14,may,96,1,360,3,failure,0
18249,52,management,married,primary,no,48,no,no,unknown,9,jun,135,2,-1,0,unknown,0
18250,41,services,married,secondary,no,0,yes,no,cellular,31,jul,40,10,-1,0,unknown,0
18251,30,management,single,tertiary,no,147,no,no,cellular,1,jun,153,1,-1,0,unknown,0
18252,39,technician,married,secondary,no,1965,yes,no,unknown,2,jun,65,1,-1,0,unknown,0
18253,30,admin.,married,unknown,no,4,yes,no,cellular,29,jul,176,21,-1,0,unknown,0
18254,35,blue-collar,married,secondary,no,2737,yes,no,cellular,13,may,199,3,-1,0,unknown,0
18255,33,technician,single,secondary,no,199,no,no,cellular,18,aug,178,4,-1,0,unknown,0
18256,34,management,married,tertiary,no,832,no,no,cellular,8,aug,229,4,-1,0,unknown,0
18257,42,blue-collar,married,secondary,no,108,yes,no,telephone,31,jul,51,21,-1,0,unknown,0
18258,34,services,divorced,secondary,no,5934,yes,no,cellular,29,jul,82,7,-1,0,unknown,0
18259,42,technician,married,secondary,no,682,yes,no,cellular,14,jul,285,2,-1,0,unknown,0
18260,48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142,2,-1,0,unknown,0
18261,33,admin.,married,secondary,no,0,yes,no,cellular,15,jul,120,6,-1,0,unknown,0
18262,55,management,divorced,tertiary,no,481,yes,no,telephone,14,jul,79,3,-1,0,unknown,0
18263,27,technician,single,tertiary,no,200,no,no,cellular,3,jun,508,1,-1,0,unknown,0
18264,29,technician,single,secondary,no,323,no,no,cellular,27,aug,148,2,94,1,other,0
18265,39,management,married,tertiary,no,266,yes,yes,cellular,12,may,251,1,-1,0,unknown,0
18266,37,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,638,4,266,1,failure,0
18267,42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,apr,576,1,318,2,failure,0
18268,40,services,married,secondary,no,376,yes,yes,unknown,11,jun,268,2,-1,0,unknown,0
18269,41,management,married,tertiary,no,5,no,no,unknown,5,jun,178,1,-1,0,unknown,0
18270,30,technician,married,secondary,no,27,yes,no,cellular,19,aug,163,2,-1,0,unknown,0
18271,46,management,divorced,tertiary,no,233,yes,yes,cellular,14,may,57,4,-1,0,unknown,0
18272,38,management,married,tertiary,no,1875,no,no,cellular,17,nov,286,1,-1,0,unknown,0
18273,38,admin.,divorced,secondary,no,407,yes,yes,cellular,18,feb,146,1,183,1,failure,0
18274,39,services,married,secondary,no,1005,yes,yes,cellular,11,may,204,1,336,2,failure,0
18275,44,blue-collar,married,primary,no,0,yes,no,cellular,6,may,17,1,-1,0,unknown,0
18276,37,housemaid,single,primary,no,0,no,no,cellular,28,jan,399,1,-1,0,unknown,0
18277,55,unemployed,divorced,primary,no,-53,no,no,telephone,3,feb,225,4,6,3,other,0
18278,66,retired,married,tertiary,no,525,no,no,telephone,16,apr,287,1,-1,0,unknown,0
18279,33,management,married,tertiary,no,17946,yes,no,unknown,23,may,256,1,-1,0,unknown,0
18280,37,blue-collar,married,secondary,no,3173,yes,no,cellular,13,may,179,1,-1,0,unknown,0
18281,24,unemployed,single,secondary,no,119,no,no,unknown,15,sep,51,1,-1,0,unknown,0
18282,43,technician,married,secondary,no,5342,yes,no,unknown,29,may,689,2,-1,0,unknown,0
18283,23,student,single,secondary,no,2412,yes,no,cellular,11,may,239,5,367,2,failure,0
18284,45,blue-collar,married,primary,no,528,yes,no,cellular,14,may,16,7,-1,0,unknown,0
18285,53,blue-collar,married,secondary,no,1777,yes,no,unknown,20,jun,253,1,-1,0,unknown,0
18286,37,blue-collar,single,primary,no,7027,no,no,unknown,9,jun,65,1,-1,0,unknown,0
18287,44,blue-collar,married,secondary,no,-182,yes,yes,cellular,14,may,10,10,-1,0,unknown,0
18288,45,technician,single,secondary,no,792,no,no,cellular,19,nov,111,5,-1,0,unknown,0
18289,41,technician,married,secondary,no,1226,no,no,cellular,18,nov,261,1,-1,0,unknown,0
18290,28,services,single,secondary,no,899,no,no,unknown,11,aug,61,1,-1,0,unknown,0
18291,34,entrepreneur,married,primary,no,165,yes,no,cellular,17,apr,182,2,329,1,failure,0
18292,52,services,married,secondary,no,2993,no,no,cellular,11,mar,96,6,-1,0,unknown,0
18293,38,admin.,married,secondary,no,9618,yes,no,unknown,9,jun,214,1,-1,0,unknown,0
18294,33,technician,married,tertiary,no,148,no,no,cellular,27,aug,15,20,-1,0,unknown,0
18295,33,blue-collar,married,primary,no,233,yes,no,unknown,29,may,428,1,-1,0,unknown,0
18296,29,technician,single,secondary,yes,28,yes,no,cellular,18,jul,203,1,-1,0,unknown,0
18297,34,technician,married,tertiary,no,555,yes,no,cellular,7,aug,144,18,-1,0,unknown,0
18298,37,blue-collar,married,secondary,no,190,yes,no,unknown,9,may,83,2,-1,0,unknown,0
18299,33,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401,1,-1,0,unknown,0
18300,40,admin.,single,secondary,no,419,no,yes,cellular,28,jul,100,16,-1,0,unknown,0
18301,56,blue-collar,married,secondary,no,527,no,yes,telephone,23,jul,122,4,-1,0,unknown,0
18302,48,technician,married,secondary,no,638,yes,no,unknown,14,may,217,1,-1,0,unknown,0
18303,44,services,married,secondary,no,27,no,no,cellular,25,may,485,1,-1,0,unknown,0
18304,30,management,single,tertiary,no,162,yes,no,unknown,20,may,186,4,-1,0,unknown,0
18305,38,blue-collar,married,primary,no,481,yes,no,telephone,12,may,114,5,-1,0,unknown,0
18306,31,admin.,single,secondary,no,223,yes,no,cellular,17,apr,508,1,315,11,success,0
18307,44,technician,married,secondary,no,1210,no,no,unknown,5,jun,690,2,-1,0,unknown,0
18308,26,admin.,married,tertiary,no,2855,no,no,cellular,30,mar,52,3,-1,0,unknown,0
18309,37,technician,single,secondary,no,1127,yes,no,cellular,20,apr,249,2,-1,0,unknown,0
18310,50,services,divorced,secondary,no,330,yes,yes,cellular,18,nov,281,1,-1,0,unknown,0
18311,41,services,married,secondary,no,115,yes,yes,cellular,19,nov,299,2,-1,0,unknown,0
18312,36,technician,married,secondary,no,0,yes,no,cellular,21,jul,193,5,-1,0,unknown,0
18313,60,blue-collar,married,primary,no,1138,yes,no,cellular,28,aug,116,4,-1,0,unknown,0
18314,50,technician,married,secondary,no,3263,yes,no,cellular,23,jul,115,1,-1,0,unknown,0
18315,64,retired,married,primary,no,43,no,no,cellular,11,mar,117,1,91,1,success,0
18316,33,services,single,secondary,no,969,no,no,telephone,8,jul,107,3,-1,0,unknown,0
18317,41,admin.,single,unknown,no,350,yes,no,cellular,29,jan,103,1,-1,0,unknown,0
18318,31,services,married,secondary,no,1783,yes,yes,cellular,6,may,219,1,-1,0,unknown,0
18319,32,admin.,married,secondary,no,-370,yes,no,unknown,27,may,98,1,-1,0,unknown,0
18320,43,management,married,tertiary,no,1684,yes,no,cellular,18,nov,435,4,-1,0,unknown,0
18321,33,technician,single,tertiary,no,764,no,no,cellular,6,aug,244,2,-1,0,unknown,0
18322,39,technician,married,secondary,no,501,no,no,unknown,26,may,289,1,-1,0,unknown,0
18323,56,retired,married,tertiary,no,24,no,yes,cellular,9,jul,44,1,-1,0,unknown,0
18324,34,services,divorced,secondary,no,797,yes,no,cellular,20,nov,88,1,126,1,failure,0
18325,37,unknown,married,primary,no,808,no,no,unknown,5,jun,228,2,-1,0,unknown,0
18326,39,management,married,tertiary,no,1301,no,no,cellular,8,feb,185,2,179,1,failure,0
18327,24,blue-collar,married,secondary,no,0,yes,no,unknown,18,jun,154,4,-1,0,unknown,0
18328,40,management,married,tertiary,no,0,no,no,cellular,7,jul,111,1,-1,0,unknown,0
18329,51,blue-collar,married,secondary,no,598,yes,no,telephone,18,jul,53,4,-1,0,unknown,0
18330,30,admin.,married,secondary,no,182,yes,yes,cellular,5,may,143,1,364,1,failure,0
18331,30,management,single,tertiary,no,717,yes,no,cellular,13,aug,130,3,-1,0,unknown,0
18332,33,unemployed,single,secondary,no,233,yes,no,unknown,8,may,221,4,-1,0,unknown,0
18333,25,blue-collar,single,secondary,no,158,yes,yes,cellular,16,jul,231,2,-1,0,unknown,0
18334,37,services,single,secondary,no,1534,no,no,cellular,30,jan,267,6,-1,0,unknown,0
18335,53,blue-collar,married,primary,no,2295,no,no,cellular,21,aug,65,10,-1,0,unknown,0
18336,44,blue-collar,divorced,secondary,no,3258,no,no,cellular,31,jul,58,6,-1,0,unknown,0
18337,37,blue-collar,married,primary,no,380,yes,yes,cellular,4,jul,548,2,-1,0,unknown,0
18338,27,entrepreneur,single,unknown,no,1007,no,no,cellular,8,jul,154,1,-1,0,unknown,0
18339,59,retired,married,secondary,no,32948,no,no,cellular,19,nov,243,1,174,2,failure,0
18340,30,technician,single,tertiary,no,411,no,no,cellular,21,apr,142,1,-1,0,unknown,0
18341,29,blue-collar,married,secondary,no,-478,no,yes,cellular,8,jul,528,2,-1,0,unknown,0
18342,30,management,married,tertiary,no,1185,yes,no,cellular,21,jul,881,4,-1,0,unknown,0
18343,54,management,married,tertiary,no,1598,no,yes,cellular,21,jul,312,1,-1,0,unknown,0
18344,30,technician,married,secondary,no,590,yes,no,unknown,23,may,242,3,-1,0,unknown,0
18345,59,housemaid,married,primary,no,5501,no,no,unknown,9,jun,172,4,-1,0,unknown,0
18346,28,admin.,married,secondary,no,-393,yes,yes,cellular,7,may,247,2,349,2,failure,0
18347,38,blue-collar,married,primary,no,246,no,no,unknown,17,jun,91,2,-1,0,unknown,0
18348,42,management,divorced,tertiary,no,1064,no,no,cellular,18,aug,101,2,-1,0,unknown,0
18349,26,technician,single,secondary,no,174,yes,no,unknown,30,may,67,2,-1,0,unknown,0
18350,40,technician,divorced,secondary,no,237,no,no,cellular,25,aug,87,5,-1,0,unknown,0
18351,42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,unknown,0
18352,42,self-employed,married,secondary,no,0,no,no,cellular,14,aug,277,4,-1,0,unknown,0
18353,34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,0
18354,43,housemaid,married,primary,no,1491,no,no,telephone,14,jul,105,3,-1,0,unknown,0
18355,35,admin.,single,secondary,no,2452,yes,no,unknown,5,jun,91,2,-1,0,unknown,0
18356,32,blue-collar,married,secondary,no,1484,yes,no,unknown,30,may,363,7,-1,0,unknown,0
18357,26,admin.,single,secondary,no,677,yes,no,unknown,28,may,93,1,-1,0,unknown,0
18358,39,blue-collar,married,tertiary,no,200,yes,no,cellular,16,apr,166,1,-1,0,unknown,0
18359,48,technician,married,secondary,no,0,yes,yes,unknown,15,may,964,2,-1,0,unknown,0
18360,47,services,divorced,secondary,no,-1730,yes,yes,cellular,18,may,178,3,-1,0,unknown,0
18361,56,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,0
18362,51,technician,married,secondary,no,349,yes,no,unknown,16,may,97,3,-1,0,unknown,0
18363,30,services,single,secondary,no,63,no,no,unknown,13,aug,75,1,-1,0,unknown,0
18364,37,management,married,tertiary,no,89,yes,no,unknown,19,may,162,10,-1,0,unknown,0
18365,32,admin.,divorced,tertiary,no,-127,yes,no,unknown,30,may,288,4,-1,0,unknown,0
18366,60,admin.,married,secondary,no,221,no,no,cellular,29,aug,92,4,-1,0,unknown,0
18367,54,blue-collar,married,primary,no,0,no,no,cellular,18,aug,144,2,-1,0,unknown,0
18368,32,management,divorced,tertiary,no,4393,no,no,cellular,27,aug,88,3,-1,0,unknown,0
18369,58,blue-collar,divorced,unknown,no,55,yes,no,cellular,31,jul,119,8,-1,0,unknown,0
18370,35,blue-collar,married,secondary,no,153,yes,no,cellular,18,nov,645,2,-1,0,unknown,0
18371,40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,2,173,1,failure,0
18372,38,management,married,tertiary,no,441,yes,yes,cellular,22,aug,82,7,-1,0,unknown,0
18373,39,unemployed,single,secondary,no,-53,yes,no,unknown,28,may,189,3,-1,0,unknown,0
18374,32,admin.,married,secondary,no,923,yes,no,cellular,17,apr,819,4,-1,0,unknown,0
18375,39,technician,married,secondary,no,0,yes,no,cellular,16,apr,137,1,300,1,failure,0
18376,35,technician,single,secondary,no,362,yes,no,cellular,17,apr,54,2,-1,0,unknown,0
18377,38,technician,married,secondary,yes,9,yes,no,unknown,9,may,129,3,-1,0,unknown,0
18378,35,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,-1,0,unknown,0
18379,31,technician,single,tertiary,no,321,yes,no,unknown,3,jun,25,16,-1,0,unknown,0
18380,37,management,single,tertiary,no,105,yes,no,cellular,8,may,349,1,-1,0,unknown,0
18381,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,197,1,-1,0,unknown,0
18382,36,admin.,divorced,tertiary,no,289,yes,yes,cellular,21,nov,73,4,-1,0,unknown,0
18383,53,blue-collar,single,primary,no,354,yes,no,unknown,17,jun,96,2,-1,0,unknown,0
18384,30,admin.,single,secondary,no,613,yes,no,cellular,17,apr,180,2,302,1,failure,0
18385,32,management,single,tertiary,no,135,yes,yes,cellular,18,nov,67,1,-1,0,unknown,0
18386,60,admin.,married,secondary,no,3043,no,no,cellular,19,aug,235,3,-1,0,unknown,0
18387,70,management,married,secondary,no,4,no,no,cellular,21,may,122,1,85,9,failure,0
18388,41,admin.,married,secondary,no,2661,yes,no,telephone,24,jul,258,1,-1,0,unknown,0
18389,42,blue-collar,married,secondary,no,1307,yes,no,unknown,30,may,135,3,-1,0,unknown,0
18390,33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,0
18391,34,self-employed,single,tertiary,no,90,no,no,cellular,2,jun,84,1,-1,0,unknown,0
18392,36,blue-collar,married,unknown,no,-656,yes,no,unknown,20,may,92,2,-1,0,unknown,0
18393,44,technician,married,secondary,no,366,no,yes,cellular,18,aug,212,12,-1,0,unknown,0
18394,50,management,married,secondary,no,268,no,no,cellular,3,jun,74,2,90,2,failure,0
18395,29,management,married,tertiary,no,900,no,no,cellular,17,jul,275,2,-1,0,unknown,0
18396,38,services,divorced,secondary,no,76,yes,no,cellular,17,apr,395,2,-1,0,unknown,0
18397,23,services,single,secondary,no,-39,yes,yes,unknown,9,may,142,2,-1,0,unknown,0
18398,54,blue-collar,married,secondary,no,-102,yes,no,cellular,27,aug,164,7,-1,0,unknown,0
18399,43,services,married,secondary,no,-456,yes,no,unknown,29,may,102,4,-1,0,unknown,0
18400,41,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305,4,-1,0,unknown,0
18401,45,management,married,tertiary,no,81,no,yes,cellular,30,jul,61,3,-1,0,unknown,0
18402,28,student,single,secondary,no,24,yes,no,cellular,29,jan,284,2,196,2,failure,0
18403,24,services,single,secondary,no,77,yes,yes,unknown,6,may,390,2,-1,0,unknown,0
18404,32,technician,single,secondary,no,43,no,no,cellular,5,aug,159,1,-1,0,unknown,0
18405,38,self-employed,married,primary,no,618,no,no,cellular,9,jul,184,1,-1,0,unknown,0
18406,35,technician,married,secondary,no,783,yes,no,cellular,16,apr,772,4,-1,0,unknown,0
18407,36,housemaid,married,tertiary,yes,-1941,yes,no,unknown,16,jun,505,1,-1,0,unknown,0
18408,24,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,0
18409,29,blue-collar,married,secondary,no,15,yes,yes,unknown,9,may,432,2,-1,0,unknown,0
18410,40,blue-collar,married,secondary,no,327,yes,no,cellular,12,may,474,2,357,1,failure,0
18411,27,management,single,tertiary,no,148,yes,no,cellular,31,jul,632,18,-1,0,unknown,0
18412,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,185,1,failure,0
18413,35,blue-collar,married,primary,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,0
18414,57,retired,married,primary,no,65,yes,no,telephone,23,jul,588,1,-1,0,unknown,0
18415,50,management,married,tertiary,no,396,no,no,unknown,11,jun,62,2,-1,0,unknown,0
18416,23,technician,single,secondary,no,356,yes,no,cellular,18,may,224,2,356,2,failure,0
18417,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,0
18418,53,management,divorced,tertiary,no,269,no,no,cellular,6,aug,347,2,-1,0,unknown,0
18419,41,blue-collar,married,secondary,no,926,yes,no,cellular,11,may,306,2,347,1,other,0
18420,51,management,divorced,tertiary,no,-79,yes,no,cellular,21,nov,72,1,-1,0,unknown,0
18421,32,management,married,tertiary,no,6138,no,no,cellular,30,apr,211,2,196,7,success,0
18422,33,services,single,secondary,no,3269,no,yes,cellular,21,nov,381,1,126,1,failure,0
18423,57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,aug,189,2,-1,0,unknown,0
18424,41,management,married,tertiary,no,23,no,no,cellular,22,aug,80,2,-1,0,unknown,0
18425,53,management,married,tertiary,no,2385,no,no,cellular,8,aug,498,8,-1,0,unknown,0
18426,58,retired,married,primary,no,1987,no,no,telephone,14,jul,185,4,-1,0,unknown,0
18427,39,technician,married,tertiary,no,101,no,no,cellular,3,apr,441,1,-1,0,unknown,0
18428,37,services,single,secondary,no,459,no,no,telephone,16,jul,61,14,-1,0,unknown,0
18429,58,management,married,primary,no,1727,no,no,telephone,1,jun,336,2,-1,0,unknown,0
18430,35,management,single,tertiary,no,1045,yes,no,cellular,17,apr,204,5,-1,0,unknown,0
18431,42,services,married,secondary,no,-141,yes,yes,cellular,13,may,211,3,345,3,failure,0
18432,29,blue-collar,married,secondary,no,1175,yes,yes,cellular,30,jul,141,4,-1,0,unknown,0
18433,29,blue-collar,single,primary,no,231,yes,no,unknown,28,may,122,1,-1,0,unknown,0
18434,46,housemaid,married,primary,no,238,no,yes,cellular,18,jul,85,2,-1,0,unknown,0
18435,58,management,married,secondary,no,771,no,no,unknown,8,may,126,3,-1,0,unknown,0
18436,40,management,married,tertiary,no,406,no,no,unknown,6,jun,262,1,-1,0,unknown,0
18437,35,services,married,secondary,no,59,yes,no,unknown,5,may,1077,1,-1,0,unknown,0
18438,30,management,single,tertiary,no,1041,no,no,cellular,5,aug,68,1,-1,0,unknown,0
18439,35,entrepreneur,married,primary,no,29397,yes,no,cellular,21,nov,166,1,-1,0,unknown,0
18440,43,blue-collar,married,primary,no,18,yes,no,cellular,14,may,131,2,370,3,other,0
18441,43,technician,married,secondary,no,307,no,no,cellular,21,jul,145,2,-1,0,unknown,0
18442,28,services,single,tertiary,no,737,yes,yes,unknown,27,may,955,1,-1,0,unknown,0
18443,48,admin.,married,secondary,no,1800,yes,no,unknown,18,jun,103,1,-1,0,unknown,0
18444,31,management,married,tertiary,no,11,yes,yes,cellular,20,aug,155,2,-1,0,unknown,0
18445,51,blue-collar,married,primary,no,480,yes,no,cellular,12,may,189,1,326,5,failure,0
